,Id,Customer_Issue_Summary__c,Customer_Issue__c,Resolution_Summary__c,Resolution__c,component,type,Status,ClosedDate,SerialNumber,SerialNumberContract,Qty,src,flag_validinstall
345,50046000009fMn6AAE,"SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",PCBA - Hardware Issue,parts provided via UPS 1Z2698840152584009,Site Visit,BCMS,replace,Closed,3/7/2019 13:03,14400004-46,"14400004-46 
14400004-68
T18-36-US-S-4423","SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",Serial_Date_Lot_Code__c,True
346,50046000009fMn6AAE,"SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",PCBA - Hardware Issue,parts provided via UPS 1Z2698840152584009,Site Visit,BCMS,replace,Closed,3/7/2019 13:03,14400004-68,"14400004-46 
14400004-68
T18-36-US-S-4423","SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",Serial_Date_Lot_Code__c,True
347,50046000009fMn6AAE,"SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",PCBA - Hardware Issue,parts provided via UPS 1Z2698840152584009,Site Visit,BCMS,replace,Closed,3/7/2019 13:03,T18-36-US-S-4423,"14400004-46 
14400004-68
T18-36-US-S-4423","SN# 14400004-46B - STS Input 1 molded case switch trips at full load. I replaced the switch from another unit. Completed burn in without issue. 
SN# 14400004-68B - Wavestar monitor is bad.
T18-36-US-S-4423 - BCMS board failed",Serial_Date_Lot_Code__c,False
348,50046000001FdJkAAK,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",PCBA,All work completed.,Site Visit,BCMS,replace,Closed,6/13/2017 18:43,180-1091-4,180-1091-4,1.0,Product_1__c,True
349,50046000001FdJkAAK,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",PCBA,All work completed.,Site Visit,BCMS,replace,Closed,6/13/2017 18:43,180-0787-26,180-0787-26,1.0,Product_2__c,True
350,50046000001FdJkAAK,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",PCBA,All work completed.,Site Visit,BCMS,replace,Closed,6/13/2017 18:43,110-3879-7,110-3879-7,1.0,Product_3__c,True
351,50046000001FdJkAAK,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",PCBA,All work completed.,Site Visit,BCMS,replace,Closed,6/13/2017 18:43,34,34 PDUs,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",Serial_Date_Lot_Code__c,False
352,50046000001FdJkAAK,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",PCBA,All work completed.,Site Visit,BCMS,replace,Closed,6/13/2017 18:43,PDUs,34 PDUs,"several open items from last PM

180-1091-4 (RPP BG-68):  BCMS board needs to be replaced

180-0787-26 (RPP BG30) : needs a new screen and keypad

Dallas chips to be replaced in 34 PDU

110-3879-7 (PDU BW-01) surge cap is cracked. need to replace.  This work must be completed on Friday night of the 4 day work window

site
Cap One
300 S. Fish Lake Rd
Volo, IL  60073",Serial_Date_Lot_Code__c,False
353,50046000000rCG0AAM,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",Hardware Issue - PDU,Upgrade and software complete. case closed,Site Visit,BCMS,replace,Closed,2/16/2017 13:42,550,550,1.0,Product_1__c,True
354,50046000000rCG0AAM,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",Hardware Issue - PDU,Upgrade and software complete. case closed,Site Visit,BCMS,replace,Closed,2/16/2017 13:42,nan,,0.0,Product_2__c,True
355,50046000000rCG0AAM,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",Hardware Issue - PDU,Upgrade and software complete. case closed,Site Visit,BCMS,replace,Closed,2/16/2017 13:42,nan,,0.0,Product_3__c,True
356,50046000000rCG0AAM,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",Hardware Issue - PDU,Upgrade and software complete. case closed,Site Visit,BCMS,replace,Closed,2/16/2017 13:42,nan,,"Scope:
There are two parts to this visit:

1. To perform upgrade on (1) PDU; Tech can assist with turning of transformer, however, rigging services not provided by PDI     
Convert Unit 110-4112 into 110-4465:
Part number:
(6) CKB12366
RAE.SUBFEED BCMS OPTION (MOD07624 Not required, unit currenlt has BCMS)
(18) XMR08246 .250A Solid Core Subfeed CTs
Removal of PDU Half Pan / 4 panels
Retain front input bus
(144ft) WRE.032.THHN.BK    

2. To perform Software upgrades and replace rabbit cards on display
     *The rabbit cards we got are programmed for the BCMS boards, We need rabbit cards               programmed for the displays.
* We need the BCMS upgraded for kWh (13 software)
* We need the display software upgraded.",Serial_Date_Lot_Code__c,True
357,50046000006YCcuAAG,"We have (2) failed BCMS+ boards that we need replaced. These boards are not installed in PDI PDUs or RPPs. They are currently in (2) Square D breaker tubs / panels. We need a quote for the following:

1.	Quantity (2) BCMS Board PCB10897
2.	Labor to install & program the (2) BCMS+ boards. All of the mounting is currently in place, as well as all wiring harnesses, as this is just a board for board swap. I would estimate a Ω day during business hours (Monday - Friday, 8AM - 5PM) to replace and program the new boards",PCBA - Hardware Issue,"To remove water damaged BCMS board and replace with PCB10897. The boards sent to the site were mixed. They received 1 PCB10897 and 1 PCB11734. Paul wanted all the boards to be PCB10897 since thatís what they have on site. Once I replaced the water damaged board, i had to reprogram it to M13.002 and C13.000 to match what they had on site and their BMS. I first programed the board for the latest 13 version but the points were not matching to their system. T1P4SEC still needs BCMS replacement. I reprogrammed the BCMS also so that the points will match to their system. The only thing that they are not able to view is the voltage reference because the voltage connector does not match.",Site Visit,BCMS,replace,Closed,12/13/2018 19:17,110-2836,110-2836,1.0,Product_1__c,True
358,50046000006YCcuAAG,"We have (2) failed BCMS+ boards that we need replaced. These boards are not installed in PDI PDUs or RPPs. They are currently in (2) Square D breaker tubs / panels. We need a quote for the following:

1.	Quantity (2) BCMS Board PCB10897
2.	Labor to install & program the (2) BCMS+ boards. All of the mounting is currently in place, as well as all wiring harnesses, as this is just a board for board swap. I would estimate a Ω day during business hours (Monday - Friday, 8AM - 5PM) to replace and program the new boards",PCBA - Hardware Issue,"To remove water damaged BCMS board and replace with PCB10897. The boards sent to the site were mixed. They received 1 PCB10897 and 1 PCB11734. Paul wanted all the boards to be PCB10897 since thatís what they have on site. Once I replaced the water damaged board, i had to reprogram it to M13.002 and C13.000 to match what they had on site and their BMS. I first programed the board for the latest 13 version but the points were not matching to their system. T1P4SEC still needs BCMS replacement. I reprogrammed the BCMS also so that the points will match to their system. The only thing that they are not able to view is the voltage reference because the voltage connector does not match.",Site Visit,BCMS,replace,Closed,12/13/2018 19:17,nan,,0.0,Product_2__c,True
359,50046000006YCcuAAG,"We have (2) failed BCMS+ boards that we need replaced. These boards are not installed in PDI PDUs or RPPs. They are currently in (2) Square D breaker tubs / panels. We need a quote for the following:

1.	Quantity (2) BCMS Board PCB10897
2.	Labor to install & program the (2) BCMS+ boards. All of the mounting is currently in place, as well as all wiring harnesses, as this is just a board for board swap. I would estimate a Ω day during business hours (Monday - Friday, 8AM - 5PM) to replace and program the new boards",PCBA - Hardware Issue,"To remove water damaged BCMS board and replace with PCB10897. The boards sent to the site were mixed. They received 1 PCB10897 and 1 PCB11734. Paul wanted all the boards to be PCB10897 since thatís what they have on site. Once I replaced the water damaged board, i had to reprogram it to M13.002 and C13.000 to match what they had on site and their BMS. I first programed the board for the latest 13 version but the points were not matching to their system. T1P4SEC still needs BCMS replacement. I reprogrammed the BCMS also so that the points will match to their system. The only thing that they are not able to view is the voltage reference because the voltage connector does not match.",Site Visit,BCMS,replace,Closed,12/13/2018 19:17,nan,,0.0,Product_3__c,True
360,50046000006YCcuAAG,"We have (2) failed BCMS+ boards that we need replaced. These boards are not installed in PDI PDUs or RPPs. They are currently in (2) Square D breaker tubs / panels. We need a quote for the following:

1.	Quantity (2) BCMS Board PCB10897
2.	Labor to install & program the (2) BCMS+ boards. All of the mounting is currently in place, as well as all wiring harnesses, as this is just a board for board swap. I would estimate a Ω day during business hours (Monday - Friday, 8AM - 5PM) to replace and program the new boards",PCBA - Hardware Issue,"To remove water damaged BCMS board and replace with PCB10897. The boards sent to the site were mixed. They received 1 PCB10897 and 1 PCB11734. Paul wanted all the boards to be PCB10897 since thatís what they have on site. Once I replaced the water damaged board, i had to reprogram it to M13.002 and C13.000 to match what they had on site and their BMS. I first programed the board for the latest 13 version but the points were not matching to their system. T1P4SEC still needs BCMS replacement. I reprogrammed the BCMS also so that the points will match to their system. The only thing that they are not able to view is the voltage reference because the voltage connector does not match.",Site Visit,BCMS,replace,Closed,12/13/2018 19:17,110-2836-1,110-2836-1,"We have (2) failed BCMS+ boards that we need replaced. These boards are not installed in PDI PDUs or RPPs. They are currently in (2) Square D breaker tubs / panels. We need a quote for the following:

1.	Quantity (2) BCMS Board PCB10897
2.	Labor to install & program the (2) BCMS+ boards. All of the mounting is currently in place, as well as all wiring harnesses, as this is just a board for board swap. I would estimate a Ω day during business hours (Monday - Friday, 8AM - 5PM) to replace and program the new boards",Serial_Date_Lot_Code__c,True
361,50046000007OTZGAA4,"install SNMP card on (6) RPP and make sure units are functioning properly.
Also, on one of these RPPs, we need to replace the BCMS board
serial # 180-2061

site:
Digital Realty
9333 Grand Ave
Franklin Park, IL  60131",PCBA - Hardware Issue,Programmed breaker sizes on 12 BCMS cards in 6 RPP's  One unit has a bad BCMS board and needs to be replaced.  Customer also asked about adding SNMP cards to the display,Site Visit,BCMS,replace,Closed,10/17/2018 15:02,RPP,RPP,6.0,Product_1__c,False
362,50046000007OTZGAA4,"install SNMP card on (6) RPP and make sure units are functioning properly.
Also, on one of these RPPs, we need to replace the BCMS board
serial # 180-2061

site:
Digital Realty
9333 Grand Ave
Franklin Park, IL  60131",PCBA - Hardware Issue,Programmed breaker sizes on 12 BCMS cards in 6 RPP's  One unit has a bad BCMS board and needs to be replaced.  Customer also asked about adding SNMP cards to the display,Site Visit,BCMS,replace,Closed,10/17/2018 15:02,nan,,0.0,Product_2__c,True
363,50046000007OTZGAA4,"install SNMP card on (6) RPP and make sure units are functioning properly.
Also, on one of these RPPs, we need to replace the BCMS board
serial # 180-2061

site:
Digital Realty
9333 Grand Ave
Franklin Park, IL  60131",PCBA - Hardware Issue,Programmed breaker sizes on 12 BCMS cards in 6 RPP's  One unit has a bad BCMS board and needs to be replaced.  Customer also asked about adding SNMP cards to the display,Site Visit,BCMS,replace,Closed,10/17/2018 15:02,nan,,0.0,Product_3__c,True
364,50046000007OTZGAA4,"install SNMP card on (6) RPP and make sure units are functioning properly.
Also, on one of these RPPs, we need to replace the BCMS board
serial # 180-2061

site:
Digital Realty
9333 Grand Ave
Franklin Park, IL  60131",PCBA - Hardware Issue,Programmed breaker sizes on 12 BCMS cards in 6 RPP's  One unit has a bad BCMS board and needs to be replaced.  Customer also asked about adding SNMP cards to the display,Site Visit,BCMS,replace,Closed,10/17/2018 15:02,180-2061,180-2061,"install SNMP card on (6) RPP and make sure units are functioning properly.
Also, on one of these RPPs, we need to replace the BCMS board
serial # 180-2061

site:
Digital Realty
9333 Grand Ave
Franklin Park, IL  60131",Serial_Date_Lot_Code__c,True
365,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,STS,STS,1.0,Product_1__c,False
366,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,nan,,0.0,Product_2__c,True
367,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,nan,,0.0,Product_3__c,True
368,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,A1-2,"A1-2 
14017300/40b 98-90596-11C-44","Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",Serial_Date_Lot_Code__c,False
369,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,14017300,"A1-2 
14017300/40b 98-90596-11C-44","Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",Serial_Date_Lot_Code__c,True
370,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,40b,"A1-2 
14017300/40b 98-90596-11C-44","Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",Serial_Date_Lot_Code__c,False
371,50046000006avxDAAQ,"Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",PCBA - Hardware Issue,Replacing board and monitor. Parts ordered on SO 29589 and installed on 7.20,Site Visit,BCMS,replace,Closed,8/6/2018 12:45,98-90596-11C-44,"A1-2 
14017300/40b 98-90596-11C-44","Contractor Board PCB08701 Rev F & STS  Monitor
Technician's Notes:
For the Monitor,
I had a SAS D voting and a SAS TX 3 Alarms that would not go away.
 After troubleshooting I found out that I had a bad slot on TX 3.
For the Contractor board,
I was having problem seeing the PDUís subfeed breakers which itís communication wires come from the Bcms to the modbus downstream of the contractor board. 
After troubleshooting I found out that I had a bad board. When I replaced the board, the issue went away. I was to see the subfeed breaker on the monitor.
Bogdan told to steal some boards from some STSís that seating in DH20 that will be use for next project.  So I need those part to put back to the unit I took those boards from.",Serial_Date_Lot_Code__c,True
372,50046000002TZyNAAW,Clear cover for BCMS board was damaged. needs to be replaced.,Hardware Issue - RPP,parts shipped on 7/7 via FedEx 7795 2731 4748,Hardware/Parts Provided,BCMS,replace,Closed,7/17/2017 13:31,180-2468,180-2468,1.0,Product_1__c,False
373,50046000002TZyNAAW,Clear cover for BCMS board was damaged. needs to be replaced.,Hardware Issue - RPP,parts shipped on 7/7 via FedEx 7795 2731 4748,Hardware/Parts Provided,BCMS,replace,Closed,7/17/2017 13:31,nan,,0.0,Product_2__c,True
374,50046000002TZyNAAW,Clear cover for BCMS board was damaged. needs to be replaced.,Hardware Issue - RPP,parts shipped on 7/7 via FedEx 7795 2731 4748,Hardware/Parts Provided,BCMS,replace,Closed,7/17/2017 13:31,nan,,0.0,Product_3__c,True
375,50046000002TZyNAAW,Clear cover for BCMS board was damaged. needs to be replaced.,Hardware Issue - RPP,parts shipped on 7/7 via FedEx 7795 2731 4748,Hardware/Parts Provided,BCMS,replace,Closed,7/17/2017 13:31,nan,,Clear cover for BCMS board was damaged. needs to be replaced.,Serial_Date_Lot_Code__c,True
376,5004p00000DQWrSAAX,"the two SNMP cards inside the unit were programmed for KWH from the factory which is not what the customer requested.
They needed the cards to be programmed to normal BCMS.  We will need to replace the two cards since we cannot re-program them in the field.
serial # 000000502-4418

site
Servercentral
2200 Busse Rd
Elk Grove Village, IL",PCBA - Hardware Issue,replacement parts shipped,Hardware/Parts Provided,BCMS,replace,Closed,9/9/2019 13:33,RPP,RPP,1.0,Product_1__c,False
377,5004p00000DQWrSAAX,"the two SNMP cards inside the unit were programmed for KWH from the factory which is not what the customer requested.
They needed the cards to be programmed to normal BCMS.  We will need to replace the two cards since we cannot re-program them in the field.
serial # 000000502-4418

site
Servercentral
2200 Busse Rd
Elk Grove Village, IL",PCBA - Hardware Issue,replacement parts shipped,Hardware/Parts Provided,BCMS,replace,Closed,9/9/2019 13:33,nan,,0.0,Product_2__c,True
378,5004p00000DQWrSAAX,"the two SNMP cards inside the unit were programmed for KWH from the factory which is not what the customer requested.
They needed the cards to be programmed to normal BCMS.  We will need to replace the two cards since we cannot re-program them in the field.
serial # 000000502-4418

site
Servercentral
2200 Busse Rd
Elk Grove Village, IL",PCBA - Hardware Issue,replacement parts shipped,Hardware/Parts Provided,BCMS,replace,Closed,9/9/2019 13:33,nan,,0.0,Product_3__c,True
379,5004p00000DQWrSAAX,"the two SNMP cards inside the unit were programmed for KWH from the factory which is not what the customer requested.
They needed the cards to be programmed to normal BCMS.  We will need to replace the two cards since we cannot re-program them in the field.
serial # 000000502-4418

site
Servercentral
2200 Busse Rd
Elk Grove Village, IL",PCBA - Hardware Issue,replacement parts shipped,Hardware/Parts Provided,BCMS,replace,Closed,9/9/2019 13:33,000000502-4418,000000502-4418,"the two SNMP cards inside the unit were programmed for KWH from the factory which is not what the customer requested.
They needed the cards to be programmed to normal BCMS.  We will need to replace the two cards since we cannot re-program them in the field.
serial # 000000502-4418

site
Servercentral
2200 Busse Rd
Elk Grove Village, IL",Serial_Date_Lot_Code__c,False
380,5004600000A2TzcAAF,"punch list items

	
There are two STS that need display replaced 
14400004-155 


One PDU needs the BCMS board replaced 
T19-06-US-S-4759 

various fuses need to be replaced .
T18-45-US-S-4570 , 

two EPO buttons need to be replaced. 


site 
Stream 
9550 Westover Hills Blvd 
San Antonio, TX 


contact 
Andrew Rush (CPS) 
210-569-3808",PCBA - Hardware Issue,all items on punch list cleared,Site Visit,BCMS,replace,Closed,7/9/2019 13:33,PDU,PDU,2.0,Product_1__c,False
381,5004600000A2TzcAAF,"punch list items

	
There are two STS that need display replaced 
14400004-155 


One PDU needs the BCMS board replaced 
T19-06-US-S-4759 

various fuses need to be replaced .
T18-45-US-S-4570 , 

two EPO buttons need to be replaced. 


site 
Stream 
9550 Westover Hills Blvd 
San Antonio, TX 


contact 
Andrew Rush (CPS) 
210-569-3808",PCBA - Hardware Issue,all items on punch list cleared,Site Visit,BCMS,replace,Closed,7/9/2019 13:33,STS,STS,1.0,Product_2__c,False
382,5004600000A2TzcAAF,"punch list items

	
There are two STS that need display replaced 
14400004-155 


One PDU needs the BCMS board replaced 
T19-06-US-S-4759 

various fuses need to be replaced .
T18-45-US-S-4570 , 

two EPO buttons need to be replaced. 


site 
Stream 
9550 Westover Hills Blvd 
San Antonio, TX 


contact 
Andrew Rush (CPS) 
210-569-3808",PCBA - Hardware Issue,all items on punch list cleared,Site Visit,BCMS,replace,Closed,7/9/2019 13:33,nan,,0.0,Product_3__c,True
